year;number;error
2016;96;Error: Request failed with status code 500
2016;97;Error: Request failed with status code 500
2016;98;Error: Request failed with status code 500
2016;99;Error: Request failed with status code 500
2016;100;Error: Request failed with status code 500
2016;101;Error: Request failed with status code 500
2016;102;Error: Request failed with status code 500
2016;270;Error: Request failed with status code 404
2016;547;Error: Request failed with status code 404
